customer_id,name,phone,registration_date,city,quartier,loyalty_score
CUST12047,Marie TSIMI,+237628481124,2023-01-26,Douala ,Ngodi-Bakoko,30.0
CUST17108,FEUDJIO FLORE,624879094,2022-08-23,Bafoussam ,Ndiengdam,64.0
CUST11683,Rémi DJOUMESSI,+237648530827,2021-12-06,Yaoundé ,Santa Barbara,42.4
CUST10103,Stanislas COULIBALY,697971488,2022-07-07,douala,Ndokotti,14.8
CUST10881,Isabelle essama,+237687446468,2022-12-06,DOUALA,Yassa,10.2
CUST10089,Alain LOBE,237-684752529,2022-06-11,douala,Bonabéri,5.8
CUST11746,Gisèle FOMEKONG,00237 6 56952151 15 87 90,2021-08-13,DOUALA,Kotto,71.0
CUST10203,SANDRINE NKUISSI,679467853,2022-03-01,bafoussam,Kamkop,54.0
CUST11902,Wilfried KONE,629270557,2021-07-20,YAOUNDE,Efoulan,51.4
CUST11951,Alain BIYA,+237634464938,2023-09-26,Yaounde,Nkomo,
CUST10499,Modibo MAROUF,+237667887757,2021-08-12,douala ,Beedi,44.4
CUST11271,KEVIN MINLO,611868130,2022-04-24,YAOUNDE,Mimboman,22.8
CUST17256,Aurelie MBOA,6 71 70 51 70,2023-08-16,yaounde,Elig-Edzoa,48.6
CUST17259,KEITA Isabelle,237-659667685,2024-03-27,DOUALA,Village,52.3
CUST11201,GHISLAIN EPEE,237-650550084,2023-01-27,Bafoussam,Ngouache,17.3
CUST11707,Christelle GARBA,+237656095437,2023-09-26,douala,Bepanda,63.6
CUST10227,Rodrigue KONE,647376585,2023-12-19,douala,Bonamoussadi,
CUST10389,Hamidou NDZANA,645431319,2022-03-05,DOUALA,New-Bell,44.5
CUST10312,CARINE NJOH,+237678159587,2023-09-07,Yaoundé ,Elig-Edzoa,22.9
CUST11331,RAOUL FEZE,+237623335151,2022-11-20,Yaoundé ,Obili,32.4
CUST11491,Marlène ELA,+237656991504,2024-10-24,DOUALA,Cité des Palmiers,
CUST10145,ALAIN MAHAMADOU,655657579,2021-06-11,Douala,PK8,43.8
CUST10357,BILONG Isabelle,+237627778019,2023-03-10,douala ,Nyalla,81.9
CUST11558,Carine teguia,237-624883373,2022-04-14,Yaoundé ,Nlongkak,45.4
CUST17202,Ibrahim COULIBALY,237-685291541,2023-04-12,YAOUNDE,Etoudi,25.3
CUST11956,KOUAM Boubacar,649385195,2021-03-19,Bafoussam ,Famla,70.0
CUST10144,Cyrille TSIMI,696028436,2021-10-13,Douala,Akwa,78.8
CUST11526,Aminata ela,6 38 87 46 46,2021-11-26,YAOUNDE,Mendong,29.2
CUST11924,Marcel NDONGO,(+237) 662405812,2021-05-10,douala ,Logbessou,20.2
CUST10102,Estelle DIBOTI,+237638538251,2023-05-05,yaounde,Messa,30.4
CUST10645,Lydie WAMBA,662343121,2021-11-02,Yaoundé,Mvog-Mbi,52.9
CUST10570,MENGUE Gustave,663640499,2022-06-03,Yaoundé,Briqueterie,14.0
CUST11555,NTONGO Oumar,625276327,2021-03-09,Yaounde,Essos,54.3
CUST11368,Marie ETOA,+237682506491,2022-03-24,Yaoundé ,Omnisport,
CUST11437,Marcel kenfack,+237697364555,2023-01-08,Bafoussam ,Famla,77.0
CUST12019,Rabi tchoupo,6 20 07 18 54,2022-10-17,DOUALA,Mboppi,144.9
CUST11493,JOËLLE NKOUAM,+237659333209,2023-06-08,douala,Yassa,84.8
CUST11810,FOMEKONG Alexis,00237 6 72950208 43 32 81,2023-08-08,DOUALA,Bonanjo,12.5
CUST10078,NDZANA Jean,+237619583482,2024-01-28,Yaoundé,Obili,71.4
CUST11602,CARINE TAKAM,+237664280720,2022-11-20,douala ,Beedi,22.4
CUST11499,COULIBALY Ibrahim,(+237) 685291541,2023-04-12,Yaoundé ,Etoudi,25.3
CUST11575,Colette traore,+237644295247,2022-01-01,Bafoussam,Djeleng,33.3
CUST10365,NDONGO Wilfried,682909480,2023-05-06,YAOUNDE,Briqueterie,31.8
CUST11665,Régine NDOUMBE,00237 6 69023966 85 30 74,2021-06-01,douala ,Makepe,
CUST11982,KOLLO Boris,661894582,2021-10-24,Bafoussam ,Ngouache,212.0
CUST11868,FATIMA FOFANA,6 72 96 28 95,2023-06-04,yaounde,Mendong,67.6
CUST11640,BOUBACAR FOTSO,641711468,2024-10-04,douala ,Bonabéri,
CUST17185,Wilfried ATEBA,690070438,2023-10-01,douala,Bepanda,19.7
CUST11355,Serge mfou,619208698,2024-01-07,Yaounde,Omnisport,47.4
CUST11875,Nadine ISSA,00237 6 38944689 38 65 78,2023-10-21,Bafoussam,Ngouache,30.1
CUST10003,ALAIN NKODO,646913810,2022-11-11,Yaoundé ,Mimboman,40.2
CUST10159,Romain CISSE,695758349,2024-12-07,Bafoussam ,Tougang,17.3
CUST11945,EBOUELE Achille,(+237) 655439043,2021-04-10,douala ,Bonamoussadi,40.9
CUST10099,Kevin BIYA,+237638317637,2021-11-19,DOUALA,Makepe,10.3
CUST17117,honoré OUMAROU,237-642117961,2023-08-07,DOUALA,Deido,27.9
CUST11252,BAUDOUIN MBARGA,659104566,2022-01-19,douala,Akwa,30.1
CUST11117,MARIAMA NKUISSI,00237 6 69096899 60 65 29,2021-08-09,Douala,PK8,
CUST10979,Raoul ONANA,687342561,2021-04-16,Yaoundé ,Biyem-Assi,13.8
CUST10758,Yvette MAROUF,+237630534124,2021-11-10,yaounde,Elig-Edzoa,10.3
CUST11864,Rodrigue AMOUGOU,615140967,2022-12-31,douala ,Makepe,62.9
CUST11358,Christian barka,688703005,2022-08-27,Yaoundé,Mvog-Mbi,40.5
CUST11171,Denise NDIKUM,237-633497411,2022-06-04,douala ,Mboppi,41.5
CUST17139,Pauline KAMGA,+237626354208,2022-01-14,douala,Bepanda,14.7
CUST10179,Sandrine ONANA,686149359,2024-06-04,douala ,Nyalla,59.0
CUST11460,Hervé NDIKUM,6 22 51 31 32,2022-05-30,YAOUNDE,Obili,10.7
CUST10978,Gaston MBOCK,6 46 17 31 57,2024-11-21,douala ,Bonapriso,43.8
CUST11410,DIALLO Lydie,237-624490391,2024-11-30,Douala ,Akwa,30.9
CUST11678,TAMBA Denise,6 71 97 40 27,2022-12-08,douala ,PK12,38.9
CUST10602,JOËL MBOA,237-644788100,2022-09-15,douala ,Nkolmesseng,47.0
CUST11806,Evelyne KENFACK,237-641407343,2022-08-11,YAOUNDE,Nkomo,
CUST12056,Yvette ESSOH,+237613478029,2023-10-03,yaounde,Emana,13.6
CUST10623,Aline TCHOUPO,661410126,2023-04-23,Douala ,Bonamoussadi,63.8
CUST11077,Pierre mboa,+237645859307,2024-02-17,DOUALA,Ndokotti,73.9
CUST10185,Christelle TCHOUPO,+237626879290,2022-09-27,DOUALA,Logbessou,28.7
CUST11264,Ibrahim DOUMBIA,628892086,2022-08-12,Yaoundé ,Tsinga,39.8
CUST11313,TCHOUPO Christiane,+237682503409,2024-07-27,BAFOUSSAM,Tougang,7.3
CUST17135,DJENEBA KEITA,665137801,2023-03-15,DOUALA,Akwa,71.0
CUST10900,Baudouin SIDIBE,+237669421007,2023-07-07,douala ,Makepe,66.1
CUST10785,ETOUNDI Boubacar,+237653622663,2022-09-07,Douala,Ndog-Bong,12.2
CUST17364,OBAMA Franck,638270233,2024-10-20,douala,Nyalla,48.0
CUST10136,Josephine ABENA,6 72 82 05 92,2022-12-02,Yaoundé,Essos,43.6
CUST10861,HONORÉ BOUKAR,237-626948946,2024-04-05,DOUALA,Deido,46.0
CUST10041,GUSTAVE NDONGO,658181396,2024-03-24,Bafoussam,Ndiengdam,
CUST10867,ALI Djeneba,648163378,2021-07-07,Douala ,Ndog-Bong,69.2
CUST11324,KEITA Gaston,614391105,2021-05-19,Douala ,Bonamoussadi,54.3
CUST11881,HASSAN Abdou,+237624923247,2022-07-02,Douala ,Nkolmesseng,14.9
CUST10554,Ibrahim MVONDO,00237 6 40150759 73 97 78,2024-01-16,bafoussam,Ngouache,41.7
CUST10019,Luc AKONO,613561597,2022-06-20,douala ,Bepanda,
CUST11675,Ibrahim KOLLO,237-678093604,2022-04-29,douala,Logbessou,16.5
CUST10251,JULES BARRY,+237623209423,2024-07-05,bafoussam,Djeleng,
CUST11327,Guy KAMGA,6 69 50 98 70,2022-10-10,Douala,PK12,54.2
CUST11559,Christian ELA,648016697,2023-07-26,douala,Akwa,48.2
CUST17191,marlène NKUISSI,699600766,2023-07-08,DOUALA,Ndog-Bong,53.0
CUST11093,Aminata ABOUNA,237-660628276,2021-10-25,bafoussam,Pefura,12.2
CUST11345,Abdou ndongo,+237696128115,2023-03-29,DOUALA,PK8,32.8
CUST11107,VIVIANE TAKAM,699078806,2023-03-06,DOUALA,Deido,47.9
CUST10717,ALAIN DIALLO,632520277,2022-09-15,Douala ,Ndogpassi,
CUST11515,Ghislain DJOUMESSI,237-634347841,2021-09-12,Yaounde,Santa Barbara,40.8
CUST10664,ARMEL KOUYATE,237-693517915,2021-12-16,Douala,Bonapriso,
CUST11642,KEVIN MBARGA,629655410,2021-07-12,douala ,Village,53.1
CUST10417,MAHAMADOU Vanessa,684158663,2022-04-18,douala ,Cité des Palmiers,25.3
CUST17375,RABI OYONO,619939096,2023-09-11,yaounde,Briqueterie,42.7
CUST11504,HASSAN Vanessa,613523729,2024-08-07,Yaounde,Mendong,26.3
CUST10553,Ghislain KOUAM,651663795,2023-08-11,Yaoundé,Elig-Edzoa,44.5
CUST10919,STANISLAS MAHAMADOU,+237684087145,2023-10-08,Douala ,Bonamoussadi,56.1
CUST17225,MBASSI Fatoumata,670667140,2023-07-05,douala,PK8,59.1
CUST10855,Honoré OBAMA,+237626989677,2022-09-27,YAOUNDE,Mimboman,69.9
CUST11668,Rémi NJOH,00237 6 69352161 37 27 39,2021-08-17,BAFOUSSAM,Tamdja,36.8
CUST10302,Thierry balde,237-618181586,2024-10-26,Yaoundé ,Messa,21.9
CUST11272,MBASSI Gisèle,237-645495029,2021-04-08,Douala ,Ngodi-Bakoko,21.4
CUST11382,Fatima TEGUIA,645617024,2024-03-17,douala ,Yassa,54.4
CUST11904,Christelle ASSOUMOU,237-667611469,2021-04-21,douala,Ngodi-Bakoko,229.9
CUST11378,ABATE Didier,237-689034501,2021-03-20,Yaoundé,Etoudi,33.0
CUST10732,KENFACK Romain,689470029,2024-04-11,Douala ,New-Bell,40.0
CUST10484,Joël NDONGO,668571795,2022-12-30,douala,Ngodi-Bakoko,25.7
CUST10705,Didier issa,237-693394260,2024-01-18,douala,Cité des Palmiers,32.5
CUST10660,CONSTANT BELINGA,664266464,2023-08-12,Yaounde,Messa,22.3
CUST12096,BARKA Romain,(+237) 676306502,2023-04-21,Douala ,Akwa,62.5
CUST11910,Marlène MINLO,00237 6 65910756 85 68 96,2024-09-21,douala,Cité des Palmiers,
CUST11728,Josephine TEGUIA,+237694676162,2024-05-14,Douala,PK12,11.3
CUST11279,NDONGO Alexis,661140376,2021-11-25,Douala,Akwa,11.2
CUST11659,ARMELLE EKOTTO,237-695268296,2022-07-06,douala,Yassa,105.8
CUST10595,Sandrine ABOUNA,677750178,2023-06-21,Douala,Bali,13.3
CUST10096,RÉGINE LOBE,+237663843426,2021-11-01,DOUALA,PK8,20.3
CUST11906,Jules SIDIBE,237-692518345,2021-11-06,Douala ,Nkolmesseng,19.1
CUST11506,Khadija ekani,698292612,2024-05-08,Yaounde,Emana,27.5
CUST11185,Aline TOURE,644269370,2021-07-24,douala ,Makepe,61.3
CUST10851,Hervé oumarou,634084236,2023-08-25,douala,Nyalla,6.5
CUST11030,Alain FOUDA,616927215,2024-01-29,Bafoussam ,Kamkop,219.0
CUST10163,Guy HASSAN,+237630513739,2024-06-18,Bafoussam,Kamkop,29.9
CUST17366,christiane FEZE,628572252,2023-12-29,BAFOUSSAM,Pefura,17.5
CUST10707,Christelle barka,642016960,2021-10-27,Yaounde,Briqueterie,35.5
CUST11473,DJENEBA KEITA,6 65 13 78 01,2023-03-15,DOUALA,Akwa,71.0
CUST11132,Régine essoh,+237697219599,2024-11-08,BAFOUSSAM,Mossap,59.8
CUST10789,Viviane KOLLO,00237 6 57623800 70 12 45,2024-10-16,DOUALA,Village,189.8
CUST11429,MVONDO Ornella,6 49 58 05 05,2021-12-27,Bafoussam ,Bamendzi,66.3
CUST10933,DIBOTI Larissa,619553585,2023-06-08,Douala,Makepe,13.6
CUST10897,ESTELLE OBAMA,237-680138498,2024-03-12,DOUALA,Bepanda,24.2
CUST11177,Didier belinga,676795767,2021-09-01,Yaoundé ,Mendong,59.7
CUST11375,Marcel NDZANA,(+237) 611994519,2023-12-20,Yaoundé ,Mokolo,53.1
CUST10564,MAROUF Hawa,6 65 62 53 30,2022-06-03,Douala,PK12,19.8
CUST10929,Colette TEGUIA,641068214,2022-01-23,Douala ,Yassa,15.3
CUST10343,Sandrine WAMBA,650264926,2022-04-30,Douala ,Bonabéri,28.3
CUST11961,Pierre NKOUAM,+237652358553,2021-03-04,Yaounde,Mvog-Mbi,74.6
CUST10270,Suzanne DAWA,623141087,2024-07-29,bafoussam,Baham-Route,44.4
CUST10292,Fatoumata NKOLO,237-684593961,2021-12-20,Douala ,Akwa,56.4
CUST10711,Moussa YAYA,00237 6 25353091 42 81 79,2024-10-04,Douala,Bonamoussadi,67.8
CUST11017,Jules MAROUF,237-610154493,2023-05-28,bafoussam,Ngouache,55.0
CUST10323,Evelyne mengue,687701200,2023-04-04,douala ,Ndogpassi,15.3
CUST10959,Guy mongo,(+237) 664023778,2024-11-21,Douala ,Bonanjo,22.0
CUST17187,marie NJOH,+237638799154,2022-11-16,douala,Bali,72.6
CUST17367,Djeneba KOLLO,666828640,2021-03-26,YAOUNDE,Tsinga,29.4
CUST10682,Aïcha DOUMBIA,638408562,2023-02-25,Yaoundé ,Melen,50.5
CUST10693,Suzanne MBOCK,6 82 39 95 99,2022-10-10,Douala,Logbessou,47.6
CUST11744,Eric ABENA,699068509,2022-07-03,Bafoussam ,Kamkop,59.9
CUST11918,TSIMI Christiane,+237680606503,2023-07-08,DOUALA,Bonapriso,55.1
CUST11815,NADÈGE NJIEMOUN,237-671965637,2022-05-07,douala,Kotto,47.1
CUST11293,CHANCELLE NDJOCK,695282470,2024-11-21,Douala ,Bonabéri,55.0
CUST10233,Pierre SIDIBE,+237686644106,2024-08-29,Yaounde,Mokolo,58.2
CUST10477,FOFANA Prosper,645630292,2024-08-17,douala,Ngodi-Bakoko,51.4
CUST11360,Rémi EPEE,00237 6 41272553 22 39 11,2024-07-22,Yaoundé ,Madagascar,
CUST10220,KEITA Honoré,640728046,2024-10-13,Yaoundé ,Mokolo,44.9
CUST10896,Djeneba NDJOCK,6 40 29 12 14,2023-11-26,YAOUNDE,Briqueterie,47.3
CUST17166,edith BOUKAR,(+237) 619369750,2024-10-13,douala,Bonamoussadi,44.5
CUST11039,ENGOLO Patrick,613874790,2021-12-15,Douala,Ndokotti,54.9
CUST11981,FATIMA MINLO,669020451,2021-07-21,DOUALA,Bali,23.6
CUST11503,OUMAR DAWA,237-684724345,2024-11-14,BAFOUSSAM,Djeleng,178.0
CUST12016,Alain DAWA,646850196,2021-07-10,yaounde,Ngoa-Ekele,206.9
CUST11565,HONORÉ ENGOLO,00237 6 16095815 44 29 37,2024-01-14,douala ,Ndogpassi,78.6
CUST11116,Ornella DJOUMESSI,+237623470708,2023-07-21,Yaounde,Nkol-Eton,52.5
CUST10843,MVONDO Modibo,6 80 41 55 68,2023-12-31,Douala,Beedi,21.1
CUST11085,Pauline NDZANA,00237 6 29944139 23 27 34,2021-07-07,Douala,Mboppi,8.3
CUST11398,COLETTE ETOUNDI,237-692558242,2023-04-14,douala ,Bonanjo,61.7
CUST17270,ali Stanislas,237-647077298,2022-11-18,douala,Kotto,39.4
CUST10098,Nadège EKOTTO,618883684,2022-05-30,DOUALA,Bonapriso,22.0
CUST11232,Aline BELLO,+237628358198,2022-07-21,Douala ,Village,23.9
CUST11800,Gisèle MBARGA,658895439,2022-03-20,douala,Ngodi-Bakoko,16.6
CUST10496,NADÈGE NGOUFO,237-682269803,2024-06-17,DOUALA,PK12,8.2
CUST11113,NGAMOURI Colette,677416376,2023-05-26,Yaoundé,Mimboman,
CUST11891,Colette SANGARE,671352751,2024-01-02,douala,Mboppi,61.6
CUST11828,Aurelie NDONGO,674503785,2022-03-05,bafoussam,Ngouache,142.5
CUST17156,TCHAMBA Constant,237-649375156,2023-07-19,YAOUNDE,Biyem-Assi,42.7
CUST11960,Céline KONE,615624520,2024-06-23,douala ,Bonamoussadi,23.2
CUST10084,Carine NKOUAM,(+237) 631931511,2023-05-25,douala ,Makepe,40.3
CUST17147,Laurent NTONGO,+237698575748,2024-06-14,YAOUNDE,Nkol-Eton,66.2
CUST10468,Alain NDIKUM,00237 6 78371272 34 87 27,2024-03-17,Bafoussam,Bamougoum,18.7
CUST11976,BAUDOUIN ENGOLO,646670512,2023-05-10,Yaoundé,Obili,31.2
CUST11751,Estelle MENGUE,237-627307598,2023-08-20,douala ,Bepanda,8.3
CUST11366,Mireille MONGO,6 29 41 96 91,2022-01-05,yaounde,Etoudi,35.4
CUST11542,ROMAIN TOURE,616679008,2024-04-22,douala ,Ndog-Bong,28.5
CUST11268,PIERRE AKONO,659093496,2023-08-04,Douala,Bonanjo,234.7
CUST10130,Rabi NGUEFACK,237-666661351,2024-10-25,douala ,Kotto,19.4
CUST11174,Hawa OUMAROU,661344226,2021-05-02,YAOUNDE,Mendong,49.2
CUST10133,Armel EKANI,00237 6 61642594 33 97 52,2024-10-31,BAFOUSSAM,Ndiengdam,9.8
CUST11519,Vanessa FEUDJIO,237-663792364,2021-09-02,douala,Ndokotti,66.0
CUST12086,MBARGA Marlène,237-631139996,2024-06-03,Douala,Ndogpassi,31.3
CUST11432,STÉPHANE MBASSI,+237691259008,2021-08-06,Bafoussam,Famla,5.2
CUST11481,Hervé ETOA,+237657197152,2024-11-21,douala ,Mboppi,19.5
CUST10326,Moussa MINLO,(+237) 693131979,2023-07-04,Yaoundé,Mvog-Mbi,73.7
CUST12082,Therese KOUYATE,683819367,2021-07-10,Douala ,Mboppi,66.1
CUST11752,Edith TRAORE,689865081,2021-09-02,DOUALA,Ndog-Bong,77.3
CUST11525,GARBA Christian,(+237) 681200181,2022-04-07,bafoussam,Ndiengdam,19.6
CUST10768,Chancelle KONE,668461818,2023-07-29,Yaoundé,Biyem-Assi,80.5
CUST11416,NORBERT MENDO,691644298,2021-10-29,DOUALA,Akwa,25.2
CUST12000,Astride ngono,+237620746667,2024-06-07,Bafoussam,Lekie,14.2
CUST17150,Mireille MAROUF,641329612,2023-04-20,DOUALA,Beedi,7.3
CUST11989,Jules MBOA,00237 6 45798645 85 44 75,2022-07-30,Yaoundé,Elig-Edzoa,
CUST17248,Pauline FEZE,+237618135295,2021-04-07,douala ,PK12,26.9
CUST10651,Jules ATEBA,675529051,2022-07-31,Yaounde,Nkomo,53.1
CUST11448,Nadège MENGUE,+237622762205,2023-09-05,bafoussam,Centre Ville,2.2
CUST11655,Ornella sidibe,237-687774890,2023-07-29,Bafoussam ,Centre Ville,53.3
CUST11431,Viviane FOUDA,00237 6 77853916 84 11 36,2024-06-10,Douala,Ndokotti,9.4
CUST11949,Therese MONGO,+237674227366,2022-05-30,Douala,Ndokotti,18.2
CUST10408,Djeneba mengue,00237 6 85283645 78 34 21,2022-11-07,Yaoundé,Tsinga,17.0
CUST11969,Laure MBOCK,6 96 82 55 15,2021-05-14,YAOUNDE,Nlongkak,47.5
CUST11403,TRAORE Nadège,+237671477426,2021-09-22,Yaounde,Bastos,52.8
CUST10394,OUMAR EPEE,+237622388090,2022-02-01,douala,Nyalla,
CUST11619,Viviane TCHIEMEGNI,689036966,2022-02-27,douala,Nkolmesseng,32.3
CUST10712,Marcel EKOTTO,00237 6 85694715 52 83 85,2024-07-21,Yaounde,Nkomo,14.0
CUST11733,Colette EKANI,237-622684373,2021-12-10,DOUALA,Beedi,28.4
CUST11544,Luc ALI,646521025,2021-03-01,douala,Akwa,19.8
CUST11836,Sandrine MVONDO,00237 6 31516757 59 34 43,2021-11-16,DOUALA,Yassa,68.8
CUST11996,Ghislain TRAORE,683212334,2024-08-25,Douala,Cité des Palmiers,11.4
CUST17181,sylvain belinga,+237691415657,2022-12-07,yaounde,Bastos,38.1
CUST12087,Astride coulibaly,(+237) 695590648,2024-01-21,Douala ,Kotto,28.8
CUST11510,NDOUMBE Sandrine,6 46 67 77 30,2021-12-26,Yaoundé ,Efoulan,40.0
CUST11062,Mariama SOW,6 73 38 02 66,2021-11-15,douala ,Yassa,26.8
CUST11071,Larissa SIDIBE,628321839,2022-05-30,Douala,Beedi,24.4
CUST11214,RODRIGUE NGANSO,+237698346110,2022-09-22,DOUALA,Kotto,23.9
CUST10738,MARIAMA ABOUNA,00237 6 26247735 52 78 56,2021-10-15,yaounde,Nkol-Eton,57.1
CUST10557,Romain BALDE,613278320,2024-07-22,DOUALA,Akwa,73.9
CUST11834,RODRIGUE ABOUNA,237-648260510,2024-12-17,YAOUNDE,Nkol-Eton,12.4
CUST11284,Joëlle IBRAHIM,00237 6 73280554 19 33 22,2021-11-22,DOUALA,PK8,29.2
CUST10276,WILFRIED KAMGA,+237641726318,2023-12-13,Bafoussam,Centre Ville,47.1
CUST17373,njoh Rémi,237-684903294,2021-10-06,BAFOUSSAM,Bamougoum,63.5
CUST11854,Sandrine AKONO,+237620952896,2022-11-21,yaounde,Etoudi,
CUST11984,Bernard nkolo,635074182,2023-10-24,Bafoussam ,Bamendzi,47.7
CUST11417,BERNARD AKONO,237-629909029,2021-10-14,Yaounde,Essos,7.7
CUST12091,Régine WAMBA,640097200,2021-08-04,Douala,Bali,23.9
CUST10053,Patricia mengue,694374605,2022-11-04,douala,Ndokotti,51.1
CUST10618,Sylvain traore,237-682498004,2022-09-26,douala ,Bonabéri,42.9
CUST11790,Christelle IBRAHIM,+237690161060,2024-08-03,Douala,New-Bell,68.7
CUST17377,SOW Stéphane,683363160,2022-04-01,Yaounde,Nlongkak,35.1
CUST10697,Régine LOBE,237-697260863,2024-01-27,BAFOUSSAM,Lekie,27.3
CUST10272,Edith ABOUNA,237-697529405,2022-09-28,yaounde,Omnisport,34.3
CUST11444,ISABELLE NKOLO,655490631,2024-05-31,douala ,Nkolmesseng,7.5
CUST10656,NADINE ISSA,+237613895645,2022-04-15,Douala,Bonanjo,50.3
CUST11680,MOUSSA NKOLO,+237615047559,2023-01-13,Yaounde,Briqueterie,37.3
CUST11485,Moussa NDOUMBE,638553319,2024-10-23,Bafoussam,Mossap,61.2
CUST10186,Joël amougou,+237627232410,2024-06-22,Yaoundé ,Efoulan,
CUST11128,ESTELLE ASSOUMOU,+237645570755,2023-07-06,Douala,Akwa,63.4
CUST10124,ARMEL MFOU,00237 6 22201654 75 30 18,2022-11-28,bafoussam,Lekie,38.8
CUST17179,Aline MBOCK,671510041,2024-01-17,DOUALA,Nyalla,14.7
CUST11088,Pierre NGUEFACK,+237675007200,2024-12-01,douala,Ndogpassi,
CUST10953,Joëlle BILONG,+237686397676,2023-03-14,Douala,Bonapriso,32.5
CUST10399,MARCEL NDZANA,610475894,2021-06-22,Douala ,Village,50.6
CUST17169,Hawa YAYA,237-646632757,2022-04-29,Bafoussam,Fomekoua,50.8
CUST10274,Christian TALLA,611980765,2024-02-01,yaounde,Briqueterie,36.6
CUST12095,Vanessa NDJOCK,641774192,2024-12-11,douala,Bali,19.3
CUST11330,Christelle marouf,658678896,2023-12-24,Douala,Bonapriso,
CUST17154,NADÈGE ALI,645594951,2024-11-12,Yaounde,Mokolo,23.8
CUST10778,Christelle LOBE,237-686483924,2022-12-03,bafoussam,Djeleng,70.7
CUST11940,Abdou ETOA,654629892,2024-07-14,Bafoussam ,Centre Ville,12.9
CUST11708,Khadija BOUKAR,+237621318464,2022-10-04,Douala,PK8,70.3
CUST11632,Chancelle tchamba,237-625304396,2022-04-25,Bafoussam ,Famla,53.3
CUST11664,DJOKAM Sandrine,(+237) 630261159,2023-03-06,Yaounde,Mimboman,65.3
CUST10587,Rodrigue abouna,672363359,2022-05-08,Douala,Ngodi-Bakoko,58.4
CUST11420,Nadège ETOA,00237 6 46912022 69 25 56,2023-04-26,Yaoundé,Omnisport,61.1
CUST11297,Marie ESSOH,+237664800542,2022-08-19,Bafoussam,Baham-Route,52.1
CUST10822,Carine ALI,656138336,2022-07-30,Douala ,Bali,43.4
CUST11938,BILONG Khadija,237-623913528,2023-04-10,Yaoundé ,Mendong,15.0
CUST10621,MARLÈNE NJIEMOUN,6 30 24 41 48,2024-05-26,douala,Bepanda,28.3
CUST10255,Flore MONGO,(+237) 624665841,2023-07-29,bafoussam,Mossap,17.8
CUST11754,Aurelie TALLA,237-651551377,2024-09-08,douala ,Bonabéri,25.9
CUST11963,Constant CAMARA,237-679173614,2024-05-10,Bafoussam,Baham-Route,39.5
CUST17175,Nadège EKOTTO,618883684,2022-05-30,DOUALA,Bonapriso,22.0
CUST10607,EVELYNE BARRY,675041510,2022-09-27,Douala ,Makepe,74.9
CUST10313,Gustave GARBA,+237620752378,2021-07-26,Yaounde,Mvog-Mbi,
CUST11319,Cyrille EBOUELE,+237623290458,2024-08-19,douala,Bepanda,28.8
CUST10456,Gaston DJOUMESSI,(+237) 640547349,2021-07-19,douala ,Makepe,24.0
CUST11204,Rabi djoumessi,674855088,2023-04-17,douala ,Bali,34.0
CUST10397,Pauline lobe,(+237) 647135391,2022-07-18,Yaoundé,Etoudi,48.7
CUST10318,Honoré TSIMI,641568532,2022-03-04,douala ,Ndogpassi,76.4
CUST17371,NGONO Gustave,655504725,2022-05-10,DOUALA,Bepanda,19.1
CUST11235,EMMANUEL EKOTTO,00237 6 94216001 93 96 73,2021-06-08,Yaounde,Ngoa-Ekele,12.4
CUST11615,Djeneba ETOA,237-668614462,2021-06-03,DOUALA,Bepanda,35.8
CUST10309,Suzanne KENFACK,+237681286543,2021-03-07,Douala,New-Bell,32.3
CUST10887,JEAN IBRAHIM,650780112,2023-04-06,BAFOUSSAM,Baham-Route,55.9
CUST11315,Hawa cisse,688831486,2024-01-07,YAOUNDE,Biyem-Assi,22.5
CUST17145,Guy nkolo,+237646840133,2021-11-16,douala,Mboppi,57.5
CUST11372,Moussa ela,00237 6 98725654 70 33 58,2024-08-15,douala,New-Bell,8.0
CUST17116,bilong Jules,(+237) 689442503,2021-04-01,Bafoussam ,Mossap,37.4
CUST10990,Evelyne essama,+237695199362,2021-07-04,DOUALA,Akwa,46.1
CUST11721,FOFANA Marie,237-660043345,2024-08-19,YAOUNDE,Mendong,64.9
CUST11585,EKOTTO Marie,237-681481992,2022-02-13,YAOUNDE,Madagascar,70.5
CUST10894,YAYA Carine,690010790,2024-12-18,Bafoussam,Bamendzi,
CUST12002,Achille NGANSO,237-698707076,2021-08-15,bafoussam,Kamkop,28.5
CUST12069,Djeneba essoh,00237 6 75927774 17 46 38,2022-06-04,BAFOUSSAM,Centre Ville,41.4
CUST11605,Achille ELA,648858073,2024-03-30,bafoussam,Tougang,33.2
CUST17292,ETOUNDI Ornella,237-693568503,2023-06-28,douala ,Akwa,14.5
CUST10709,Larissa traore,673560289,2023-07-01,Bafoussam,Bamougoum,15.9
CUST17201,NDJOCK Emmanuel,237-624549543,2024-12-13,YAOUNDE,Bastos,
CUST11923,Raoul TALLA,(+237) 612729224,2023-07-17,douala ,PK12,
CUST17221,Modibo MAHAMADOU,+237690092958,2023-08-28,YAOUNDE,Melen,62.7
CUST11997,Luc ABATE,(+237) 649428661,2023-11-12,Yaounde,Omnisport,56.3
CUST12033,Hamidou DOUMBIA,696592295,2023-09-06,DOUALA,Bonapriso,16.3
CUST17325,NTONGO Nadège,237-634194479,2024-11-02,douala,Ndokotti,55.9
CUST11505,Gisèle NKOUAM,237-691737913,2021-06-22,Douala,Ndogpassi,17.7
